7542:54520,43521,123146,122145,120773,120255,119524,118825,118487,117650
7555:72027,197,33,64,186,154,98,8,144,177
7556:67880,244,9,115859,107674,104354,97749,89716,83864,60224
7558:111240,78263,122624,121599,119748,118582,114009,113344,107918,102039
7563:102447,70019,32774,121286,115124,115106,107720,107295,98986,97938
7572:81039,121236,71812,129,54447,45719,52162,100489,100212,95211
7586:115341,85103,123146,119524,118487,117256,115483,110568,107410,104536
7590:123321,123310,122957,121637,119965,118657,117402,116217,115954,115304
7603:122599,122361,122019,121607,121112,120671,118936,117867,117672,117421
7605:123144,122829,122630,122595,120694,119158,118305,117607,117340,113875
7607:122372,110520,102417,96849,94235,89705,83787,81983,68565,68522
7608:121186,121136,119410,103683,98288,95175,80239,74027,70864,70019
7612:123304,122254,119792,116056,107363,94367,91301,78309,67086,66652
7617:7760,10,11,18,17,3,14,7,8,15
7637:103286,55251,53315,51032,35799,7634,29378,23011,103778,8272
7657:60503,116175,102407,95664,80587,79825,67646,61589,58996,6135
7661:44827,116223,64209,122598,122432,121983,121358,121260,120837,120233
7678:95271,90894,88339,84355,78788,72945,66191,57319,55703,111353
7682:7836,10,11,18,17,3,14,7,8,15
7692:75427,27293,116702,114859,103160,97648,91410,87075,85684,82716
7699:86051,123042,121455,115473,115092,113053,110513,106099,105742,105558
7707:65615,13458,32199,70019,10415,73,28061,15370,121630,121286
7708:109780,68,118661,113682,112343,86436,74890,98,56536,55263
7713:70019,120269,109798,108944,108352,108239,107295,99127,98737,93407
7734:107289,97103,74580,115640,104045,90388,89664,77766,51649,16553
7741:123116,121286,116847,115124,115106,113584,112208,110862,110689,109288
7742:65615,13458,4174,10415,6513,1313,116027,96246,61902,11881
7743:121749,122656,120560,120085,119683,116048,96779,89017,79217,71559
7751:122420,118683,112385,104753,95279,93888,88054,84468,76353,74467
7760:121858,121699,121056,120360,120326,119342,118415,116839,116671,116507
7766:118281,120673,115553,112874,107785,104821,102443,96464,93752,91964
7787:82531,107431,102393,99047,98967,82340,81765,80385,78298,74164
7813:109052,106385,96917,96636,91559,90296,88798,88154,82069,80526
7818:87356,120938,120327,118140,118139,118092,117530,117463,116651,115949
7823:107197,103602,82896,77739,65515,64166,102614,100027,56489,21200
7825:107561,99822,90488,89484,81437,79743,75313,71963,71375,66608
7833:121268,120818,118104,104610,100203,100182,97313,94010,93054,91899
7841:113550,70407,59107,123248,122337,121463,120703,120636,120590,120369
7844:120269,79913,78288,105050,75650,123115,123050,122637,122614,122490
7850:119126,82012,76088,57187,122958,122241,121627,121500,121449,120640
7863:85918,60545,109399,107605,106453,99533,79681,77848,67145,61029
7869:123306,122064,121430,118000,115020,110992,109492,109340,106147,90081
7888:123248,122337,121828,121463,120703,120636,120590,120369,120174,119936
7889:123024,121885,121752,120356,115445,113522,113491,112060,106081,105018
7894:107379,91900,118765,60363,111136,95086,83303,68851,62731,60871
7903:1084,5199,4010,98,1132,918,127,741,3307,666
7915:121463,110988,123248,122337,120703,120636,120590,120369,120174,119936
7921:121181,120791,116797,113158,108384,106092,95216,94366,81699,79883
7945:122640,119257,118074,117415,117157,116164,111908,110552,110250,108968
7946:27785,122145,120773,120255,118825,112888,110223,106013,101859,101676
7949:57944,121013,117736,111831,106453,105245,105232,102518,99533,99236
7951:10,109368,97949,86544,83527,80239,79942,70152,70019,69032
7958:86543,80032,77658,77016,83770,81838,66557,123216,122941,122615
7962:98288,80239,91311,68261,62656,60986,10,18,121186,7
7964:120279,119266,118910,115698,113234,110174,89280,81531,69078,66375
7967:111864,56568,53369,45974,3996,114582,112363,111988,99985,98797
7969:123248,122776,122560,122337,122082,122068,122002,121857,121851,121705
7975:118660,106236,102342,100762,92044,77604,59499,59095,92677,34366
7976:93806,76001,56884,46610,17456,119970,107349,106510,101753,99212
7977:120269,118314,117196,115663,113149,111925,111419,108239,107258,105409
7981:98580,71692,65033,58119,28964,10611,121898,93274,85627,85396
7990:64209,122598,122432,121983,121358,120233,120004,119768,119587,119448
8002:38090,106475,102559,82585,75728,62607,400,174,98,68
8008:122522,121424,121068,116844,116123,111859,105614,103461,100561,100408
8009:118042,103105,100020,94389,93870,93420,90733,86017,85958,84466
8023:79909,77594,69277,35330,31535,12344,10,12716,18,17
8032:69198,111167,97097,95360,82898,65974,62285,16459,75313,68943
8036:102504,72499,62664,54564,42430,41543,40319,36681,13371,32914
8054:5202,121781,83130,122375,116695,112244,107030,97205,95622,76621
8065:10,18,11,3,7,14,70019,123334,121286,118579
8068:244,9,123296,121328,119955,118201,112285,111302,109652,106342
8069:88367,119234,117967,117794,117196,117090,115741,115663,115214,113149
8081:90844,118660,106236,102342,100762,92044,77604,59499,59095,51877
8090:70019,121997,120269,92580,79913,78288,123115,123050,122637,122614
8097:123185,122558,120438,120107,118958,112228,108954,108703,107331,105295
8103:1091,3509,105169,93689,59438,2719,18937,121035,120699,118226
8104:24468,8300,47836
8130:117046,116671,98355,92714,88985,123254,123088,122721,121858,121699
8134:97201,97132,79888,122846,117774,117601,115968,115920,115919,115501
8137:10,35,19,120784,120011,115278,103617,97995,92699,86031
8141:122640,119257,117415,111908,110250,108968,105044,100281,98339,93917
8144:76837,123091,122640,122587,121608,120376,120361,119257,119079,118793
8150:121785,121412,121183,116364,116226,116206,116172,115498,115401,114974
8159:120269,79913,78288,123115,123050,122637,122614,122490,122111,121997
8161:35,19,197,33,64,186,18,17,154,98
8163:122656,121749,120560,120085,119683,116048,108599,69032,53328,52862
8184:120662,117842,113162,108564,107520,103869,100323,84696,82005,81253
8186:37150,95175,80239,121186,119410,103683,98288,97938,74027,70864
8200:123115,123050,122637,122614,122490,122111,121997,121573,121344,121204
8206:47339,121045,118205,113759,28618,129,118882,116650,115509,115150
8217:120445,74790,22083,121286,115124,115106,107720,98986,97938,92761
8224:100682,81833,123103,120784,120011,118686,115278,113117,112047,101805
8225:43335,33639,32558,25783,51008,44463,17596,5108,10046,9159
8227:118942,102264,97084,92565,92256,84773,84570,59973,58301,55033
8229:114391,106655,97944,91523,61377,35072,29020,49984,14129,10
8245:121181,120791,116797,108384,106092,79883,77993,77209,73131,71276
8263:110137,91897,39003,8476
8264:9407,96367,123287,111820,108143,107588,101155,97962,97477,95819
8270:104970,101685,93241,123064,122199,120307,116643,116545,110886,110184
8276:123327,122826,122802,121732,121286,120729,120658,119121,118055,117245
8285:104209,99426,120835,117974,114396,108597,103807,99556,98852,95850
8286:94553,123228,121145,120162,119139,118580,118564,116722,116289,116094
8287:105128,110569,26799,118542,110100,98409,98392,95784,87629,82129
8290:122082,121546,120881,106282,101257,99492,96213,92556,92186,91993
8310:60114,120656,108999,44227,49237,129,68,120205,118230,105234
8314:28327,244,9,67,98,68,45,338,299,154
8325:114271,107206,104764,103003,99766,94253,92167,88632,85171,80680
8326:66608,121437,118214,116858,116712,115418,114752,113655,112507,110330
8334:120013,114054,112762,109952,108585,102852,102381,99700,98164,98096
8336:35,19,129,27,78,45,44,18,17,98
8343:122070,120856,120178,118863,117290,117113,116568,113947,112694,108762
8347:80239,121186,119410,103683,98288,95175,74027,70864,70019,65615
8352:102652,123200,121531,119827,118457,116895,115740,115629,109091,105916
8368:17487,123321,123310,123083,122957,121637,121185,120290,119983,119965
8380:36502,117802,114215,107535,81191,77892,66245,64022,61648,129
8396:121286,115124,115106,107720,98986,97938,92761,77419,70359,70152
8401:70019,37952,19654,16480,9480,8074,5584,5312,837,35174
8406:116648,114351,107022,99093,95328,68718,61272,60317,58003,122038
8411:101420,123115,123050,122637,122614,122490,122111,121997,121573,121344
8413:91173,56878,2467,49777,9331,22273,2456,3158,10,11
8435:3913,33778
8449:108497,100834,92089,81093,120676,116974,106704,93025,63924,59324
8450:1686,35,19,18,17,7,10,11,3,14
8476:84213,74441,47899,92033,85986,72533,67248,8730,122639,121850
8477:87034,58651,107119,92586,82541,76035,75689,74104,60774,50658
8491:2850,11326,87746,68,38353,226,98,81,78,137
8499:103952,120375,117736,117623,113574,112367,110837,109841,109088,109017
8500:103447,100737,93635,88651,69811,95188,112559,80020,79749,120437
8510:109286,103638,82450,76345,64078,52558,123312,122241,121692,120592
8513:61300,117095,85109,59696,110088,106924,87646,76092,70403,68012
8517:57092,25041,643,247,634,622,8,189,651,98
8530:20440,9372,122599,122361,122019,121607,121286,121112,120671,118936
8531:75650,10,18,111944,79530,73493,71405,64660,62404,62201
8534:123170,119599,118403,117270,116846,115834,114791,112733,112338,112048
8536:123110,122785,121504,121346,119993,119946,119422,118064,117720,115449
8537:123101,118548,118170,70499,116897,114524,107902,105993,104833,102216
8552:22178,811,108298,106552,104444,102503,91602,88902,88168,70137
8569:71515,122954,101736,100834,92089,83888,83426,81093,79595,76349
8578:108181,87337,81129,60087,49746,14152,50156,29976,974,21389
8581:117704,72154,66924,101499,121543,120926,120846,120753,119853,119652
8582:70019,121286,115124,115106,107720,98986,97938,92761,79409,77419
8600:120942,117008,116713,111210,110529,108610,101504,100851,98841,94708
8603:108747,105708,105204,101137,98266,95943,84822,83237,73814,57025
8635:120302,119563,119234,117794,117196,117090,115741,115663,115214,114745
8636:101261,81569,62814,99740,88782,76007,57791,27635,244,9
8637:81029,122776,122560,121851,121705,121364,121302,121156,120964,120734
8644:91326,86449,116987,114919,113360,109919,109202,104331,102977,102739
8651:68261,62656,60986,83866,64621,56229,51661,40326,28231,25053
8660:17,60742,10,18,11,96748,121844,121286,120830,118969
8670:113832,91004,60302,57066,34686,19086,226,68,81,98
8681:122038,118298,110010,105862,76744,64107,61670,122857,104998,103854
8692:68,122137,121365,120563,119532,117161,115631,115625,114937,112791
8711:16970
8717:122137,121365,120563,119532,117161,115631,115625,114937,112791,111679
8718:129,113710,107840,105731,105659,101978,81228,78407,71703,71270
8719:120269,79913,78288,70019,123115,123050,122637,122614,122111,121997
8735:654,8213,179,1102,19993,289,24698,29,6759,1681
8736:117541,116120,115280,109624,78917,51463,25157,9361,120748,100762
8746:18,10,123200,121531,119827,118457,116895,115740,115629,109091
8747:85160,98561,123115,123064,123050,122741,122637,122614,122490,122213
8755:68,98,27589,129,78,80,27,67,45,24
8760:38295,123246,122399,122052,119440,119115,117453,116508,113938,112306
8765:102478,64918,61722,9075,102981,99917,93650,43159
8768:115855,96188,95858,80736,61504,68,98,115140,111152,105369
8771:98288,93046,122768,121186,121164,120805,119663,119410,119363,117807
8774:100468,67110,64982,112737,111769,82542,69547,67162,50153,46855
8782:117157,114620,104957,102791,96399,82863,82186,31387,17121,118074
8788:70019,121286,115124,115106,107720,98986,97938,92761,77419,70359
8789:119009,117014,77917,122598,122580,122432,121983,121358,120233,120004
8790:104630,82551,74453,60721,117270,81172,71482,69132,61986,57101
8802:97322,109169,93566,92155,91624,91457,76151,73506,72414,62476
8810:118660,106236,102342,100762,92044,77604,59499,59095,67068,34366
8812:92040,66439,122912,36104,38552,687,122137,121365,120563,119532
8822:122974,122366,121935,121522,120439,119221,119038,118822,118681,118490
8825:120104,112700,67054,86171,122631,116433,116390,94824,91728,84985
8844:111210,110529,103267,101504,100851,98841,91543,88756,80329,58309
8850:35625,122474,121651,113702,112644,88792,82844,73170,68561,67660
8852:123225,121891,121534,118446,118335,115521,115464,114878,112944,112893
8862:121268,120818,118104,114615,108777,104993,104610,103318,100203,100182
8863:122002,121857,121366,121216,120468,120294,119671,119412,118817,117868
8868:98288,123254,123200,123088,123084,122721,122078,121531,121282,121186
8870:80239,121186,121098,119410,105059,103683,98288,96005,95175,74334
8872:109723,101238,99172,87361,123064,122805,122254,122199,121513,121443
8877:123200,121531,119827,118457,116895,115740,115629,112228,109091,105916
8889:68,123177,123084,123078,122269,122078,121070,120796,120702,120438
8890:122213,118188,114315,112462,112311,108294,93353,90188,86961,81446
8900:122386,116599,88717,83373,79763,78520,71014,70220,116926,113038
8906:76028,120784,120011,115278,112047,111844,100279,99495,97995,97951
8912:67829,122213,121891,119319,118335,118188,115521,115464,114315,113693
8913:116526,98871,85614,76489,68608,64013,39365,33935,41272,31391
8915:80897,68495,117736,116005,111831,98288,92982,90168,84812,64185
8916:110760,89717,77894,75429,55022,31433,57740,18,17,35
8920:36919,122836,121614,115797,115322,112323,108701,107954,107087,105865
8924:118222,115706,114579,110167,107574,104135,98215,97639,91108,91069
8931:122248,119129,35,120269,107295,104083,103821,98297,94990,83725
8935:120698,120072,118467,117482,116281,114659,111727,101954,91877,84536
8936:89051,54180,643,247,864,634,35,19,622,189
8958:120987,118047,116700,109171,100534,97854,94244,89184,88707,87672
8984:77230,9725,96335,71529,67,68,98,225,169,316
9000:65615,13458,4174,32199,10415,28061,15370,104468,91694,84711
9001:99915,92674,90544,78651,63117,122628,107861,107407,105033,104749
9013:93405,116827,110376,103050,62037,122807,119039,116967,110386,107558
9024:122002,121857,121366,121216,120468,120294,119671,119412,118817,117868
9079:113450,108564,103869,81253,72523,69749,55934,55789,46639,44958
9085:102393,93052,82531,80385,78298,77702,71247,69644,68986,64250
9096:71515,100834,101736,90894,83426,79595,76349,62199,106687,95271
9098:122603,122580,110973,106617,103889,101650,93486,92372,90010,89958
9106:123200,123115,123050,122637,122614,122490,122111,121997,121573,121531
9111:116,407,10046,194,10493,15676,398,4374,356,1240
9122:122413,62784,78933,40265,31532,20440,123327,122826,122802,122773
9128:66556,123218,122420,119298,118911,118683,117613,116389,116065,114453
9135:122631,117775,104970,103764,68367,107648,65523,101833,91728,123340
9141:109744,106146,34129,118116,117069,116823,115652,112722,108950,102362
9152:71375,121013,117736,111844,111831,105245,105232,100279,99495,99236
9155:120467,120221,103001,86151,66983,55433,47339,31210,8409,17740
9157:129,112933,68,120785,117800,107533,103806,100504,94985,93919
9158:115489,94279,90731,122417,97491,88623,77779,116109,113719,90328
9159:123185,122558,120851,120705,120107,118316,118061,117548,116562,115143
9160:122474,121651,113702,95271,90894,88792,88339,84355,81432,80161
9161:84089,117802,107659,106817,105316,102594,96400,62566,59029,29215
9171:108980,88935,67141,61305,59687,122253,122002,121857,121366,121216
9173:20988,73575,64606,121858,121699,121159,121056,120360,120326,120113
9200:86384,84706,84264,71689,70182,52378,45041,3787,30734,14671
9224:111471,107561,99822,99396,96181,95771,92657,90488,89484,89106
9225:91568,100314,57377,119407,106508,105594,101382,98373,94692,93981
9233:122837,121747,119615,90613,89432,69881,69008,44134,15373,98
9236:54549,122630,113237,105724,104907,95549,95339,91871,88684,88509
9237:10,121259,18,11,7,3,116468,111706,108913,92792
9238:120269,119129,97889,79913,78288,123115,123050,122637,122614,122490
9245:239,302,21625,5542,45849,7648,1866,62574,2868,1806
9249:112421,106376,88624,78219,73198,67799,62893,52582,47351,15047
9256:113055,94580,91794,79045,61647,68,98,119405,118442,118391
9276:90824,57466,122805,121513,121443,118257,117771,116663,113895,113555
9288:123200,121531,119827,118457,116895,115740,115629,109091,105916,105869
9290:86543,80032,77658,77016,83770,81838,66557,123216,122941,122615
9291:10,106632,106118,102627,82413,72610,18,55485,44375,11
9310:87100,39013,123289,122421,122084,122047,122002,121857,121366,121216
9312:116420,70019,50037,10,18,3,123115,123050,122637,122614
9313:123200,121531,119827,118457,116895,115740,115629,109091,105916,105869
9331:69121,64240,52132,28740,24308,11246,129,78,98,45
9333:9731
9350:108181,87337,60087,49746,14152,123091,122656,122587,122315,121749
9357:83385,80021,9760,197,33,64,186,154,98,8
9359:111035,114813,114483,99884,93216,92298,90694,84672,79446,74076
9364:31120,104744,89520,67847,112228,111037,101211,95671,84576,76581
9368:72716,50917,10,11,18,17,3,14,7,8
9369:102614,101978,101373,100027,95729,94856,87076,65261,57235,85279
9371:95175,68261,62656,60986,57718,7016,121186,119410,115953,113055
9381:123086,122500,121646,119927,119866,118687,115565,114626,113989,111386
9389:109119,97686,95029,72606,63225,45970,39645,32076,18077,35
9394:123200,121531,119827,118457,116895,115740,115629,109091,105916,105869
9400:120337,114686,112965,82687,69614,35,19,18,17,122802
9402:9815,78,129,137,98,68,27,72,45,117
9420:105379,97844,96436,92490,76965,75049,75038,74394,64979,59350
9431:117339,113675,113587,105961,90927,90171,83303,78675,75186,60887
9432:116562,113570,110690,107829,102777,100694,93220,93040,81954,81647
9433:118575,77882,71022,16952,109750,103886,95228,47832,35,19
9437:99009,53318,35,19,123161,121089,119955,115488,112478,112285
9442:122410,122137,121755,121365,120563,119532,117313,117161,116336,115631
9443:117714,93691,64352,18,10,106216,97531,94024,70019,65615
9451:121844,120830,118969,118877,117747,116665,116230,114093,113426,110969
9473:59924,52866,29335,22777,33851,8484,122137,121365,120563,119532
9474:73026,46177,5078,113880,104624,104488,97403,95818,86287,78405
9486:68,98,80,78,129,67,27,137,24,131
9487:14155,109062,100881,71629,118406,113367,109349,104744,100185,95771
9489:116293,120107,117701,116540,115165,111314,110743,109755,106865,105499
9494:122187,118302,115790,111707,101093,92681,84550,84163,81336,78216
9498:4926
9499:120867,114234,114139,101448,96554,76221,73232,68738,53845,44484
9500:119661,117501,117040,114148,114145,114069,108088,106183,105566,101639
9507:121977,118537,117500,116467,113979,113141,111188,110665,108846,107353
9514:97268,62652,36401,9961,197,33,64,186,154,98
9525:117276,123248,122337,121463,120703,120636,120590,120369,120174,119936
9528:121518,120243,114661,114622,114288,113254,109128,108907,106126,103166
9531:89615,80763,117514,114452,114182,113682,113338,113000,112975,109850
9535:123260,122961,119689,118864,118672,116835,111781,110010,109111,108624
9538:120104,116390,112700,91527,86171,84985,78951,67054,100876,89071
9541:70330,29477,78670,48686,35,19,18,17,7,10
9553:122169,111574,108638,3901,35,19,16056,18,17,7
9568:121904,110156,94724,88227,66128,64018,59613,35717,33458,27593
9570:111275,56495,39966,112170,106344,103783,99397,94177,88209,84917
9571:105231,103746,10031,105369,90013,67596,65998,64758,57701,11626
9573:83764,82444,72618,66271,35879,16886,13845,120948,119835,119156
9576:48352,10038
9580:18,17,35,19,10,7,119447,11,3,14
9590:10,18,17,11,120375,111167,103683,99822,97097,95360
9593:121021,118173,114660,114209,113757,111292,109480,107139,106988,96805
9606:112270,110418,78569,70375,64603,61052,68,98,129,123294
9612:57569,2691,9735,9597,3614,8665,3622,21297,843,21141
9613:120696,116005,113798,112918,111589,106459,103463,102331,100892,92347
9614:18639,226,68,81,98,180,70,217,229,169
9630:123146,119524,118487,117256,115483,115341,110568,107410,95101,94247
9665:120370,78976,116367,110586,60966,122773,119173,116569,114378,111163
9666:123170,119599,118403,117270,116846,115834,114791,112733,112338,112048
9668:121070,120702,80411,79242,73450,68338,66449,60412,116667,40165
9680:123091,122679,122587,122145,120987,120773,120376,120255,119370,119079
9685:79453,120835,117974,114396,108597,104209,103807,99556,99426,98852
9693:66361,117647,98926,85726,67929,58188,56340,55634,55239,52955
9694:123086,119927,106550,104772,100221,98578,96393,82361,79998,79231
9696:120315,119864,112841,109527,109106,101730,101181,99035,97798,97552
9711:97047,88297,86488,84537,50506,39875,36868,18422,36005,36887
9722:76091,61647,72540,88480,83842,82987,119405,118442,118391,116243
9727:121543,120926,120753,120546,119853,119609,118862,117199,116523,115876
9742:121021,118173,114660,114209,113757,111292,109480,107139,106988,96805
9745:95175,80239,17,122002,121857,121366,121216,121186,120468,120294
9752:88044,63645,56917,50012,40170,18606,8066,12119,17266,10175
9753:110033,106599,94008,93407,93309,86411,72904,118843,104154,95732
9755:123181,77686,47325,6780,102071,46487,12802,123218,123161,122420
9757:103016,69216,66320,65787,64665,48361,45321,98501,75402,70890
9786:35,19,18,123115,123050,122869,122776,122637,122614,122560
9808:120179,118448,117819,109675,106970,105434,105219,104076,100891,98373
9810:121697,114228,113146,97296,97119,96020,95905,93550,89721,87979
9812:7760,123327,123266,123115,123050,123013,122826,122802,122637,122614
9813:123200,121531,119827,118457,116895,115740,115629,109091,105916,105869
9818:120269,79913,78288,123115,123050,122637,122614,122490,122111,121997
9820:94043,121260,119051,116667,112035,109735,103116,101777,100756,100647
9824:66069,98295,110635,104966,61223,119108,115831,113677,112124,107188
9827:50667,92263,70152,67929,110033,109919,109202,107365,106165,105061
9831:70885,115341,80669,123146,119524,118487,117256,115483,110568,107410
9834:123200,121531,119827,118457,116895,115740,115629,109091,105916,105869
9837:114856,111068,109218,108476,102423,88080,87503,87189,86362,82449
9839:63621,59899,35,19,123233,122998,122521,122001,120852,120710
9840:86294,71315,70783,62978,54886,40107,30462,18253,10248,46287
9864:121286,115124,115106,107720,98986,97938,92761,77419,70359,70152
9879:63913,118165,100286,98624,94368,76686,10290,50041,15584,120784
9890:122082,121546,121286,120881,115124,115106,107720,107097,106282,101257
9891:80239,121186,119410,103683,98288,95175,74027,70864,70019,65457
9892:119373,95575,95028,93411,79285,79214,78114,74972,72026,71168
9896:43335,33639,32558,25783,51008,44463,17596,5108,123268,122057
9899:120269,118314,117196,115663,113149,111925,111419,108239,107258,105409
9900:114883,113596,97915,82198,73520,73039,63742,59172,121021,118173
9911:110243,105901,86748,76085,73909,53026,52939,23378,8671,34320
9926:99180,79942,123161,123115,123050,122773,122637,122629,122614,122510
9927:18,10,7,35,19,11,79409,103247,88926,86031
9929:123115,123050,122741,122637,122614,122512,122490,122111,122002,121997
9944:107205,116035,113412,110684,100579,59127,39547,29819,68,98
9945:119451,79757,109813,62879,39323,18287,37510,13051,119349,115021
9946:121181,120791,116797,108384,106092,95216,79883,77993,77209,73131
9961:122379,109347,91460,88621,86476,84814,80461,75939,71694,64464
9984:103720,97297,31085,96683,74617,42520,29024,46837,117863,116428
10030:100624,69790,68506,119965,118406,116217,113367,111894,109954,108869
10040:129,122744,122640,122306,121244,119257,119232,117415,115571,113710
10050:68,123170,121947,121905,120157,119599,118403,117270,116846,116822
10051:35144,409,120907,99170,93579,89602,244,35,19,9
10073:115125,105213,89424,81289,60785,41037,33997,30427,52095,40061
10078:19362,16996,103731,52308
10082:111167,97097,95360,82898,72397,69198,65974,62285,55469,51741
10084:10662,3068,68,98,244,80,9,45,129,154
10086:117492,115148,112017,106627,101254,94994,94411,93265,92817,90280
10088:50278,244,9,40142,45,338,299,154,228,25368
10090:53761,122483,122041,121079,117414,116853,116251,113437,113310,113265
10110:123334,123115,123050,122637,122614,122490,122111,121997,121573,121344
10111:122685,122341,119613,118402,114996,112432,111636,104412,101241,99412
10115:116590,115268,112471,108069,91717,88489,87749,82636,78592,67631
10117:88081,121021,119366,118173,116349,114660,114209,113810,113757,111292
10130:122730,113538,112863,111330,95081,86123,85695,75210,72395,69925
10132:120696,116005,113798,112918,111589,106459,103463,102331,100892,92347
10133:6602,5098,3207,1939,6934,5048,6503,4461,5419,651
10136:108021,39672,96346,72970,65798,34060,121997,112734,107133,105311
10140:27583,26316,12484,122989,122025,121286,120936,120108,119915,118790
10148:103364,97020,95738,93555,92440,91586,86445,86016,82253,77170
10155:105014,122104,99776,90999,89089,85694,61365,60932,59175,58816
10156:111329,109356,106651,100272,99962,98146,97325,89488,82585,81695
10194:79973,122171,116680,115087,17615,123254,121186,119410,116648,116111
10196:16838,10,18,3,123327,123115,123087,123050,122826,122802
10200:43335,33639,32558,25783,51008,44463,17596,5108,2403,10046
10210:60530,59082,123170,119599,118403,117270,116846,115834,114791,112733
10233:122349,120587,118978,114024,103949,95841,94795,89230,87601,78503
10235:119626,117302,116784,115995,113629,108933,106087,104256,102021,100832
10236:115745,115685,65107,49680,33195,22103,3529,3037,35,19
10237:97801,90330,83955,65672,64986,64209,60746,122598,122432,121983
10249:3653,35,19,18,17,7,244,10,9,4
10254:122599,122361,122019,121607,121112,120671,118936,117867,117672,117421
10267:120784,120011,115278,112047,97995,92699,86031,82026,81833,80239
10275:108124,93727,53178,6129,122158,121398,120712,116001,112997,106256
10276:94869,120269,107295,90261,79942,79913,78288,70945,123115,123050
10279:122629,122160,118593,118498,118353,117369,112681,111466,111196,110638
10302:495,4113,1324,285,1567,395,239,2369,2467,3234
10303:105934,94224,92545,89570,82899,72700,50979,9891,121646,119850
10304:32239,35,19,18,17,3529,3037,7,4,2
10306:10,17,18,88603,79842,78799,58125,11,3,7
10313:79194,58581,52627,36714,28920,12237,33438,34233,122025,119845
10317:81546,30634,123115,123050,122637,122614,122490,122111,121997,121573
10335:122178,110095,106204,102318,98283,88198,83186,69200,69127,67381
10339:80697,10,119325,111003,108160,106844,102935,101019,90390,85797
10342:101711,99471,94326,76140,94256,44993,122089,119241,103122,102418
10346:51326,137,68,78,117,98,88,27,72,115
10359:103306,98248,120269,119039,115221,114210,110376,108099,103861,101223
10364:116722,116484,62151,58096,50374,36715,32721,27976,45291,34880
10366:121136,120269,107295,95362,90261,79913,78288,70019,123115,123050
10371:117814,110820,83367,79096,74038,65088,65060,61381,54551,16456
10377:123174,122743,115422,110848,109000,100743,99319,97554,86952,82275
10378:97626,18935,129,78,45,98,57,27,72,24
10387:53812,68,98,80,129,78,137,27,643,131
10388:122145,120773,120255,113624,112888,110223,110215,107418,107020,106013
10392:
10408:120040,112598,112552,108622,101857,95895,93087,90185,86628,81363
10420:62293,123245,110596,107561,99822,90488,89484,81437,79743,75313
10427:115993,112734,94961,91655,84465,79516,77211,76890,74093,69829
10439:80239,70019,21544,123327,123321,123310,123289,123218,123115,123050
10445:122600,122431,121874,121230,120705,120421,119728,118798,118488,118028
10454:116654,116650,109082,104268,101885,94440,89435,87190,85912,81290
10471:89405,122844,111465,109491,107027,106948,100987,89288,88115,87538
10478:119490,110660,99023,97360,93822,80517,72179,71763,64991,62608
10479:113585,107930,82309,70299,68370,62290,47699,16697,129,78
10480:123334,122773,122129,121972,121708,120861,120302,119563,119173,118579
10488:123115,123050,122637,122614,122490,122111,121997,121573,121344,121204
10502:107602,69730,60935,58923,104201,104025,94914,88750,75062,33264
10513:121159,109558,107304,96542,93507,91444,76623,73575,73076,72099
10523:98,400,174,68,122269,120695,120016,119299,115181,114765
10543:120603,111391,105183,102559,102138,93623,93117,90832,86461,82585
10554:121393,117248,115491,114474,113036,108454,105844,105790,105457,105395
10563:86252,78130,120233,111762,110415,89594,88923,87675,83955,82937
10564:99127,90765,74431,72179,70881,64965,63362,62368,120429,119512
10570:120472,120143,111777,110407,108118,107270,107048,102287,83922,81133
10573:121676,121289,117055,116647,113413,108376,102724,101089,100953,98361
10580:115960,122594,121070,120702,119796,118368,116177,115500,113992,113600
10636:122741,120480,120248,120150,119999,118895,118831,118631,117739,116433
10655:122975,118269,112968,100019,95529,73627,67329,63023,121172,118397
10691:111944,104892,79530,75650,73493,71405,64660,62404,62201,56554
10693:123321,123310,122957,122773,121972,121708,121637,119965,119173,118657
10698:42359,65704,123257,122773,122145,121999,121995,121972,121722,121708
10707:100811,94152,77313,76756,52807,49027,46933,44771,14329,36916
10710:70019,121286,115124,115106,108476,107720,98986,97938,92761,83750
10726:103120,69494,22655,68,98,197,137,80,154,129
10747:93815,129,78,45,98,57,27,72,24,44
10758:123200,121531,119827,118457,116895,115740,115629,109091,105916,105869
10770:114358,96289,87416,85825,82456,58356,25345,122681,119150,116473
10779:120943,120157,118310,118266,118063,117982,117003,115221,114490,114210
10794:122773,121972,119173,117688,116367,115082,114809,112713,111996,111932
10801:119156,115258,114389,106907,104119,103715,100937,98056,90504,83625
10807:122785,118336,116986,113691,108250,79639,75293,75006,123110,121504
10820:102055,96651,68502,66760,64788,64104,52547,48277,45368,44923
10842:129,68,35,19,78,98,45,27,137,145
10843:106453,99533,559,17,42352,37952,19654,16480,9480,3
10844:105574,59622,122749,112057,110652,107196,104583,104581,101422,88934
10845:61664,116782,116314,109479,108214,103755,91567,84735,61607,65072
10854:49520,107981,120497,115551,114643,106705,95365,91032,86228,86119
10858:108555,90414,23355,11381,34396,73603,13633,116987,114919,113360
10871:120554,106658,101231,85027,75889,74304,71044,65619,64994,59255
10892:122571,116891,105255,102499,101691,96284,95786,92473,87486,83457
10905:96269,74188,11717,116177,108271,42669,25983,16906
10908:122003,120669,116801,85828,83794,81562,75930,68995,49290,32731
